Parse H:\Data\PLOVER_TEST_LOG\ZooKeeperCloverReport\db\zookeeper-coverage.db
File	Class	Method	LineNum	HitCount
SnapshotFormatter.java	SnapshotFormatter	printSessionDetails(DataTree,Map<Long, Integer>) : void	2	104
SnapshotFormatter.java	SnapshotFormatter	printStat(StatPersisted) : void	1257	113
SnapshotFormatter.java	SnapshotFormatter	printHex(String,long) : void	5028	125
DatadirCleanupManager.java	DatadirCleanupManager	DatadirCleanupManager(String,String,int,int)	151	72
DatadirCleanupManager.java	DatadirCleanupManager	start() : void	151	94
DatadirCleanupManager.java	DatadirCleanupManager	shutdown() : void	6	115
DatadirCleanupManager.java	DatadirCleanupManager	getPurgeTaskStatus() : PurgeTaskStatus	6	153
DatadirCleanupManager.java	DatadirCleanupManager	getSnapDir() : String	1	162
DatadirCleanupManager.java	DatadirCleanupManager	getDataLogDir() : String	1	171
DatadirCleanupManager.java	DatadirCleanupManager	getPurgeInterval() : int	0	180
DatadirCleanupManager.java	DatadirCleanupManager	getSnapRetainCount() : int	1	189
DatadirCleanupManager.java	DatadirCleanupManager.PurgeTask	PurgeTask(String,String,int)	1	130
DatadirCleanupManager.java	DatadirCleanupManager.PurgeTask	run() : void	1	136
PrepRequestProcessor.java	PrepRequestProcessor	<clinit>, line 85()	83	85
PrepRequestProcessor.java	PrepRequestProcessor	PrepRequestProcessor(ZooKeeperServer,RequestProcessor)	542	104
PrepRequestProcessor.java	PrepRequestProcessor	setFailCreate(boolean) : void	8	116
PrepRequestProcessor.java	PrepRequestProcessor	run() : void	534	119
PrepRequestProcessor.java	PrepRequestProcessor	getRecordForPath(String) : ChangeRecord	625220	147
PrepRequestProcessor.java	PrepRequestProcessor	getOutstandingChange(String) : ChangeRecord	316	169
PrepRequestProcessor.java	PrepRequestProcessor	addChangeRecord(ChangeRecord) : void	647570	175
PrepRequestProcessor.java	PrepRequestProcessor	getPendingChanges(MultiTransactionRecord) : HashMap<String, ChangeRecord>	65	192
PrepRequestProcessor.java	PrepRequestProcessor	rollbackPendingChanges(long,HashMap<String, ChangeRecord>) : void	18	236
PrepRequestProcessor.java	PrepRequestProcessor	checkACL(ZooKeeperServer,List<ACL>,int,List<Id>) : void	332188	273
PrepRequestProcessor.java	PrepRequestProcessor	pRequest2Txn(int,long,Request,Record,boolean) : void	318628	317
PrepRequestProcessor.java	PrepRequestProcessor	validatePath(String,long) : void	212338	513
PrepRequestProcessor.java	PrepRequestProcessor	pRequest(Request) : void	340441	529
PrepRequestProcessor.java	PrepRequestProcessor	removeDuplicates(List<ACL>) : List<ACL>	205939	684
PrepRequestProcessor.java	PrepRequestProcessor	fixupACL(List<Id>,List<ACL>) : boolean	205939	707
PrepRequestProcessor.java	PrepRequestProcessor	processRequest(Request) : void	340311	763
PrepRequestProcessor.java	PrepRequestProcessor	shutdown() : void	524	768
ConnectionBean.java	ConnectionBean	ConnectionBean(ServerCnxn,ZooKeeperServer)	1464	48
ConnectionBean.java	ConnectionBean	getSessionId() : String	5851	67
ConnectionBean.java	ConnectionBean	getSourceIP() : String	0	71
ConnectionBean.java	ConnectionBean	getName() : String	5850	80
ConnectionBean.java	ConnectionBean	isHidden() : boolean	2929	85
ConnectionBean.java	ConnectionBean	getEphemeralNodes() : String[]	0	89
ConnectionBean.java	ConnectionBean	getStartedTime() : String	0	99
ConnectionBean.java	ConnectionBean	terminateSession() : void	0	103
ConnectionBean.java	ConnectionBean	terminateConnection() : void	0	112
ConnectionBean.java	ConnectionBean	resetCounters() : void	0	116
ConnectionBean.java	ConnectionBean	toString() : String	0	120
ConnectionBean.java	ConnectionBean	getOutstandingRequests() : long	0	126
ConnectionBean.java	ConnectionBean	getPacketsReceived() : long	0	130
ConnectionBean.java	ConnectionBean	getPacketsSent() : long	0	134
ConnectionBean.java	ConnectionBean	getSessionTimeout() : int	0	138
ConnectionBean.java	ConnectionBean	getMinLatency() : long	0	142
ConnectionBean.java	ConnectionBean	getAvgLatency() : long	0	146
ConnectionBean.java	ConnectionBean	getMaxLatency() : long	0	150
